# File: OTAQ_trn_data_DECARB_high_elec.csv
# Title: OTAQ-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn
# Source: 2021.10.05 Vehicle tables.xlsx workbook. BEV 3-wheeler data from UCD_trn_data_CORE file of CMP 316
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Latin America,Freight,Truck,Truck (6-15t),Hybrid Liquids,Liquids,intensity,MJ/vkm,8.803341594,8.695211884,8.587082175,8.478952458,9.080933981,9.279361515,9.14972958,8.893928425,8.656693159,8.435222614,8.331605204,8.227987793,8.124370383,8.024579997,7.924789611,7.824999225,7.728891991,7.632784757,7.536677522,7.536677522
Latin America,Freight,Truck,Truck (>15t),Hybrid Liquids,Liquids,intensity,MJ/vkm,15.33886543,15.24383732,15.14880921,15.05378109,16.77796367,17.10293131,17.24841587,16.25399344,15.40971138,14.68265429,14.59166548,14.50067667,14.40968786,14.32040794,14.23112802,14.1418481,14.0542391,13.96663009,13.87902108,13.87902108
Middle East,Freight,Truck,Truck (0-2t),Hybrid Liquids,Liquids,intensity,MJ/vkm,2.547339482,2.51603551,2.484731539,2.453427567,2.297058044,2.166296698,2.114671523,2.076274086,2.038249449,2.000594701,1.976013948,1.951433194,1.92685244,1.903192221,1.879532002,1.855871782,1.833082339,1.810292895,1.787503451,1.787503451
Middle East,Freight,Truck,Truck (2-5t),Hybrid Liquids,Liquids,intensity,MJ/vkm,4.756976135,4.698538271,4.640100408,4.581662543,4.84577336,4.844705514,4.705666086,4.522635486,4.352776503,4.194286922,4.142770722,4.091254521,4.03973832,3.990090732,3.940443143,3.890795555,3.843016578,3.795237602,3.747458626,3.747458626
Middle East,Freight,Truck,Truck (5-9t),Hybrid Liquids,Liquids,intensity,MJ/vkm,6.327198021,6.287997646,6.248797272,6.209596898,6.691453385,6.880611929,6.827914115,6.677946039,6.540652783,6.414122005,6.374384254,6.334646502,6.29490875,6.255919139,6.216929527,6.177939916,6.13966967,6.101399424,6.063129178,6.063129178
Middle East,Freight,Truck,Truck (9-16t),Hybrid Liquids,Liquids,intensity,MJ/vkm,11.37637301,11.3058707,11.23536839,11.16486608,12.44365428,12.68469454,12.79261888,12.0551036,11.42894122,10.88971976,10.82223766,10.75475556,10.68727346,10.62104454,10.55481563,10.48858671,10.42361098,10.35863525,10.29365952,10.29365952
Southeast Asia,Freight,Truck,Truck (0-2t),Hybrid Liquids,Liquids,intensity,MJ/vkm,2.547339482,2.51603551,2.484731539,2.453427567,2.297058044,2.166296698,2.114671523,2.076274086,2.038249449,2.000594701,1.976013948,1.951433194,1.92685244,1.903192221,1.879532002,1.855871782,1.833082339,1.810292895,1.787503451,1.787503451
Southeast Asia,Freight,Truck,Truck (2-5t),Hybrid Liquids,Liquids,intensity,MJ/vkm,4.756976135,4.698538271,4.640100408,4.581662543,4.84577336,4.844705514,4.705666086,4.522635486,4.352776503,4.194286922,4.142770722,4.091254521,4.03973832,3.990090732,3.940443143,3.890795555,3.843016578,3.795237602,3.747458626,3.747458626
Southeast Asia,Freight,Truck,Truck (5-9t),Hybrid Liquids,Liquids,intensity,MJ/vkm,6.327198021,6.287997646,6.248797272,6.209596898,6.691453385,6.880611929,6.827914115,6.677946039,6.540652783,6.414122005,6.374384254,6.334646502,6.29490875,6.255919139,6.216929527,6.177939916,6.13966967,6.101399424,6.063129178,6.063129178
Southeast Asia,Freight,Truck,Truck (9-16t),Hybrid Liquids,Liquids,intensity,MJ/vkm,11.37637301,11.3058707,11.23536839,11.16486608,12.44365428,12.68469454,12.79261888,12.0551036,11.42894122,10.88971976,10.82223766,10.75475556,10.68727346,10.62104454,10.55481563,10.48858671,10.42361098,10.35863525,10.29365952,10.29365952
Western Europe,Freight,Truck,Truck (0-3.5t),Hybrid Liquids,Liquids,intensity,MJ/vkm,2.83688707,2.802045127,2.767203184,2.73236124,2.558186148,2.412533157,2.355013098,2.312266967,2.269935826,2.228016432,2.200649196,2.17328196,2.145914724,2.11956754,2.093220355,2.066873171,2.0414714,2.016069629,1.990667859,1.990667859
Western Europe,Freight,Truck,Truck (3.5-16t),Hybrid Liquids,Liquids,intensity,MJ/vkm,4.036672649,4.011665976,3.986659303,3.96165263,4.269068009,4.389745157,4.356120824,4.260432712,4.172831273,4.09209641,4.066745969,4.041395528,4.016045086,3.991183814,3.966322541,3.941461269,3.917031615,3.892601962,3.868172309,3.868172309
Western Europe,Freight,Truck,Truck (16-32t),Hybrid Liquids,Liquids,intensity,MJ/vkm,13.26047229,13.1783071,13.09614191,13.01397671,14.50453096,14.7854655,14.91123713,14.05157005,13.32169822,12.69316653,12.6145197,12.53587286,12.45722602,12.38006022,12.30289442,12.22572862,12.14996791,12.0742072,11.99844648,11.99844648
Western Europe,Freight,Truck,Truck (>32t),Hybrid Liquids,Liquids,intensity,MJ/vkm,15.91600936,15.81738112,15.71875289,15.62012466,17.40919705,17.74641536,17.89739868,16.865554,15.9894994,15.23508091,15.1407123,15.04634369,14.95197508,14.85931536,14.76665564,14.67399592,14.58308306,14.4921702,14.40125735,14.40125735
Africa,Freight,Truck,Truck (0-2t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Africa,Freight,Truck,Truck (2-5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
Africa,Freight,Truck,Truck (5-9t),Hybrid Liquids,Liquids,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
Africa,Freight,Truck,Truck (9-16t),Hybrid Liquids,Liquids,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Australia_NZ,Freight,Truck,Truck (0-1t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206
Australia_NZ,Freight,Truck,Truck (1-6t),Hybrid Liquids,Liquids,load factor,tonnes/veh,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Australia_NZ,Freight,Truck,Truck (6-30t),Hybrid Liquids,Liquids,load factor,tonnes/veh,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
Brazil,Freight,Truck,Truck (0-1t),Hybrid Liquids,Liquids,load factor,tonnes/veh,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225
Brazil,Freight,Truck,Truck (6-15t),Hybrid Liquids,Liquids,load factor,tonnes/veh,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725
Brazil,Freight,Truck,Truck (>15t),Hybrid Liquids,Liquids,load factor,tonnes/veh,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
Canada,Freight,Truck,Truck (0-4.5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675
Canada,Freight,Truck,Truck (4.5-15t),Hybrid Liquids,Liquids,load factor,tonnes/veh,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875
Canada,Freight,Truck,Truck (>15t),Hybrid Liquids,Liquids,load factor,tonnes/veh,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
China,Freight,Truck,Truck (0-6t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525
China,Freight,Truck,Truck (6-14t),Hybrid Liquids,Liquids,load factor,tonnes/veh,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
China,Freight,Truck,Truck (>14t),Hybrid Liquids,Liquids,load factor,tonnes/veh,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448
Eastern Europe,Freight,Truck,Truck (0-3.5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eastern Europe,Freight,Truck,Truck (3.5-16t),Hybrid Liquids,Liquids,load factor,tonnes/veh,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141
Eastern Europe,Freight,Truck,Truck (16-32t),Hybrid Liquids,Liquids,load factor,tonnes/veh,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247,11.247
Eastern Europe,Freight,Truck,Truck (>32t),Hybrid Liquids,Liquids,load factor,tonnes/veh,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597,15.597
Former Soviet Union,Freight,Truck,Truck (0-3.5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679,0.679
Former Soviet Union,Freight,Truck,Truck (3.5-16t),Hybrid Liquids,Liquids,load factor,tonnes/veh,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906,1.906
Former Soviet Union,Freight,Truck,Truck (16-32t),Hybrid Liquids,Liquids,load factor,tonnes/veh,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566,10.566
Former Soviet Union,Freight,Truck,Truck (>32t),Hybrid Liquids,Liquids,load factor,tonnes/veh,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844,13.844
India,Freight,Truck,Truck (0-2t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
India,Freight,Truck,Truck (2-5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
India,Freight,Truck,Truck (5-9t),Hybrid Liquids,Liquids,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
India,Freight,Truck,Truck (9-16t),Hybrid Liquids,Liquids,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Japan,Freight,Truck,Truck (0-1t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265
Japan,Freight,Truck,Truck (1-6t),Hybrid Liquids,Liquids,load factor,tonnes/veh,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817,3.817
Korea,Freight,Truck,Truck,Hybrid Liquids,Liquids,load factor,tonnes/veh,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
Latin America,Freight,Truck,Truck (0-1t),Hybrid Liquids,Liquids,load factor,tonnes/veh,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225
Latin America,Freight,Truck,Truck (6-15t),Hybrid Liquids,Liquids,load factor,tonnes/veh,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725,4.725
Latin America,Freight,Truck,Truck (>15t),Hybrid Liquids,Liquids,load factor,tonnes/veh,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
Middle East,Freight,Truck,Truck (0-2t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Middle East,Freight,Truck,Truck (2-5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
Middle East,Freight,Truck,Truck (5-9t),Hybrid Liquids,Liquids,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
Middle East,Freight,Truck,Truck (9-16t),Hybrid Liquids,Liquids,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Southeast Asia,Freight,Truck,Truck (0-2t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Southeast Asia,Freight,Truck,Truck (2-5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125,1.125
Southeast Asia,Freight,Truck,Truck (5-9t),Hybrid Liquids,Liquids,load factor,tonnes/veh,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038,3.038
Southeast Asia,Freight,Truck,Truck (9-16t),Hybrid Liquids,Liquids,load factor,tonnes/veh,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Western Europe,Freight,Truck,Truck (0-3.5t),Hybrid Liquids,Liquids,load factor,tonnes/veh,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799
Western Europe,Freight,Truck,Truck (3.5-16t),Hybrid Liquids,Liquids,load factor,tonnes/veh,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242
Western Europe,Freight,Truck,Truck (16-32t),Hybrid Liquids,Liquids,load factor,tonnes/veh,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43,12.43
Western Europe,Freight,Truck,Truck (>32t),Hybrid Liquids,Liquids,load factor,tonnes/veh,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287,16.287
Africa,Freight,Truck,Truck (0-2t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.301280708,0.294571456,0.287862205,0.281152953,0.274479013,0.267805073,0.261131134,0.254421882,0.247712631,0.241003379,0.238319678,0.235635978,0.232952277,0.230268576,0.227584876,0.224901175,0.222252786,0.219604398,0.216956009,0.216956009
Africa,Freight,Truck,Truck (2-5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.848451315,0.829611574,0.810771834,0.791932093,0.754260272,0.71872786,0.698291538,0.678048676,0.658420691,0.638899266,0.631769119,0.624638972,0.617508826,0.61038444,0.603260055,0.59613567,0.589064805,0.581993941,0.574923077,0.574923077
Africa,Freight,Truck,Truck (5-9t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.629048884,0.615052877,0.60105687,0.587060863,0.559668677,0.534277373,0.517831289,0.501545569,0.484582305,0.467877468,0.462568039,0.45725861,0.451949181,0.446758379,0.441567578,0.436376776,0.431189114,0.426001453,0.420813791,0.420813791
Africa,Freight,Truck,Truck (9-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.925165418,0.904650971,0.884136524,0.863622075,0.785545404,0.7602718,0.735353812,0.71078698,0.686566918,0.662689309,0.655333805,0.647978301,0.640622796,0.633221031,0.625819265,0.6184175,0.611061996,0.603706491,0.596350987,0.596350987
Australia_NZ,Freight,Truck,Truck (0-1t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333,1.082661333
Australia_NZ,Freight,Truck,Truck (1-6t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,2.045299713,2.045299713,2.045299713,2.045299713,1.995620015,1.949253142,1.942497201,1.935787922,1.930519087,1.925278863,1.925100357,1.924921852,1.924743346,1.924738558,1.924733769,1.92472898,1.924728958,1.924728936,1.924728913,1.924728913
Australia_NZ,Freight,Truck,Truck (6-30t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,2.134949421,2.134949421,2.134949421,2.134949421,1.989310078,1.973449121,1.957721379,1.942125182,1.926658885,1.911320873,1.911320873,1.911320873,1.911320873,1.911320873,1.911320873,1.911320873,1.911320873,1.911320873,1.911320873,1.911320873
Brazil,Freight,Truck,Truck (0-1t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.433824884,0.424184331,0.414543778,0.404903225,0.395262671,0.385622119,0.375981565,0.366341012,0.356700459,0.347059906,0.343203685,0.339347464,0.335491243,0.331635022,0.327778801,0.32392258,0.320066358,0.316210137,0.312353916,0.312353916
Brazil,Freight,Truck,Truck (6-15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.50321947,0.492036814,0.48085416,0.469671505,0.447742343,0.427414579,0.414243284,0.401228198,0.387670908,0.374320157,0.370066947,0.365813736,0.361560525,0.357402222,0.353243918,0.349085614,0.344929822,0.34077403,0.336618238,0.336618238
Brazil,Freight,Truck,Truck (>15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.740187888,0.723739269,0.707290649,0.690842029,0.628388473,0.608173923,0.588243803,0.568594541,0.54922263,0.530124619,0.524234346,0.518344072,0.512453799,0.506563525,0.500673252,0.494782978,0.488892704,0.483002431,0.477112157,0.477112157
Canada,Freight,Truck,Truck (0-4.5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.829499046,1.829499046,1.829499046,1.829499046,1.78506108,1.743586401,1.737543282,1.731541903,1.726828986,1.72214166,1.721981989,1.721822318,1.721662646,1.721658363,1.72165408,1.721649796,1.721649776,1.721649756,1.721649736,1.721649736
Canada,Freight,Truck,Truck (4.5-15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.383290398,1.383290398,1.383290398,1.383290398,1.350867491,1.321775753,1.313890911,1.306099582,1.296074386,1.286201921,1.285867443,1.285532964,1.285198486,1.285189519,1.285180552,1.285171585,1.285171543,1.285171502,1.28517146,1.28517146
Canada,Freight,Truck,Truck (>15t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,2.038836391,2.038836391,2.038836391,2.038836391,1.899753569,1.884606654,1.869586958,1.854692883,1.839922862,1.82527535,1.82527535,1.82527535,1.82527535,1.82527535,1.82527535,1.82527535,1.82527535,1.82527535,1.82527535,1.82527535
China,Freight,Truck,Truck (0-6t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.678727903,0.678727903,0.678727903,0.678727903,0.662241812,0.646855074,0.644613131,0.642386673,0.640638222,0.638899266,0.638840029,0.638780793,0.638721556,0.638719967,0.638718378,0.638716789,0.638716781,0.638716774,0.638716767,0.638716767
China,Freight,Truck,Truck (6-14t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.503195025,0.503195025,0.503195025,0.503195025,0.491400651,0.480818044,0.477949801,0.475115574,0.471468742,0.467877468,0.467755795,0.467634123,0.467512451,0.467509189,0.467505927,0.467502665,0.46750265,0.467502635,0.46750262,0.46750262
China,Freight,Truck,Truck (>14t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.740225347,0.740225347,0.740225347,0.740225347,0.689729569,0.68423029,0.678777199,0.673369717,0.668007274,0.662689309,0.662689309,0.662689309,0.662689309,0.662689309,0.662689309,0.662689309,0.662689309,0.662689309,0.662689309,0.662689309
Eastern Europe,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577
Eastern Europe,Freight,Truck,Truck (16-32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.890905774,0.890905774,0.890905774,0.890905774,0.830131065,0.823512351,0.816949228,0.810440998,0.803986974,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484
Eastern Europe,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.573726084,0.573726084,0.573726084,0.573726084,0.560278534,0.548212601,0.544942326,0.541710837,0.537552841,0.53345819,0.533319464,0.533180737,0.533042011,0.533038292,0.533034572,0.533030853,0.533030836,0.533030819,0.533030802,0.533030802
Eastern Europe,Freight,Truck,Truck (>32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.894006194,0.894006194,0.894006194,0.894006194,0.833019984,0.826378237,0.819792274,0.813261394,0.806784911,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146
Former Soviet Union,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577,0.55266577
Former Soviet Union,Freight,Truck,Truck (16-32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.890905774,0.890905774,0.890905774,0.890905774,0.830131065,0.823512351,0.816949228,0.810440998,0.803986974,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484,0.797586484
Former Soviet Union,Freight,Truck,Truck (3.5-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.573726084,0.573726084,0.573726084,0.573726084,0.560278534,0.548212601,0.544942326,0.541710837,0.537552841,0.53345819,0.533319464,0.533180737,0.533042011,0.533038292,0.533034572,0.533030853,0.533030836,0.533030819,0.533030802,0.533030802
Former Soviet Union,Freight,Truck,Truck (>32t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.894006194,0.894006194,0.894006194,0.894006194,0.833019984,0.826378237,0.819792274,0.813261394,0.806784911,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146,0.800362146
India,Freight,Truck,Truck (0-2t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657,0.120554657
India,Freight,Truck,Truck (2-5t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.339446824,0.339446824,0.339446824,0.339446824,0.331201766,0.323506518,0.322385273,0.321271772,0.320397333,0.319527643,0.319498017,0.319468392,0.319438766,0.319437971,0.319437177,0.319436382,0.319436378,0.319436374,0.319436371,0.319436371
India,Freight,Truck,Truck (5-9t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.251597513,0.251597513,0.251597513,0.251597513,0.245700325,0.240409022,0.2389749,0.237557787,0.235734371,0.233938734,0.233877898,0.233817062,0.233756226,0.233754595,0.233752964,0.233751333,0.233751325,0.233751318,0.23375131,0.23375131
India,Freight,Truck,Truck (9-16t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,0.370035163,0.370035163,0.370035163,0.370035163,0.344792562,0.342043498,0.339317523,0.336614349,0.333933689,0.331275263,0.331275263,0.331275263,0.331275263,0.331275263,0.331275263,0.331275263,0.331275263,0.331275263,0.331275263,0.331275263
Japan,Freight,Truck,Truck (0-1t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506,1.100458506
Japan,Freight,Truck,Truck (1-6t),NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,2.04762015,2.04762015,2.04762015,2.04762015,1.99788409,1.951464612,1.944701007,1.937984116,1.932709303,1.927463134,1.927284426,1.927105718,1.92692701,1.926922216,1.926917421,1.926912627,1.926912605,1.926912583,1.92691256,1.92691256
Korea,Freight,Truck,Truck,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.832150974,1.832150974,1.832150974,1.832150974,1.787648594,1.746113795,1.740061917,1.734051839,1.72933209,1.72463797,1.724478067,1.724318164,1.724158262,1.724153972,1.724149682,1.724145393,1.724145373,1.724145353,1.724145333,1.724145333
